customerID,churn_probability,monthly_revenue,annual_revenue_at_risk,retention_priority_score
3082-YVEKW,0.056,77.15,51.75,4.31
9830-ECLEN,0.086,50.0,51.75,4.31
3061-BCKYI,0.216,19.9,51.5,4.29
9750-BOOHV,0.142,30.15,51.53,4.29
9339-FIIJL,0.05,85.95,51.51,4.29
2612-PHGOX,0.056,76.1,51.45,4.29
8766-PAFNE,0.054,79.1,51.33,4.28
8189-DUKMV,0.209,20.5,51.39,4.28
5619-XZZKR,0.214,19.95,51.33,4.28
1850-AKQEP,0.21,20.35,51.39,4.28
2361-UPSND,0.06,70.6,51.19,4.27
6260-XLACS,0.217,19.7,51.25,4.27
3422-WJOYD,0.079,54.35,51.22,4.27
2967-MXRAV,0.227,18.8,51.14,4.26
8144-DGHXP,0.053,80.6,51.02,4.25
6656-GULJQ,0.051,83.55,50.84,4.24
7998-ZLXWN,0.208,20.45,50.94,4.24
4881-GQJTW,0.216,19.6,50.7,4.23
7269-JISCY,0.094,45.05,50.65,4.22
7325-ENZFI,0.105,40.3,50.62,4.22
9330-DHBFL,0.064,66.25,50.66,4.22
1498-NHTLT,0.049,86.75,50.51,4.21
7501-IWUNG,0.057,73.8,50.4,4.2
0654-PQKDW,0.059,70.75,50.42,4.2
8898-KASCD,0.118,35.55,50.33,4.19
6061-GWWAV,0.06,70.2,50.27,4.19
6047-SUHPR,0.07,59.8,50.12,4.18
8735-NBLWT,0.205,20.4,50.11,4.18
8138-EALND,0.212,19.75,50.19,4.18
6120-RJKLU,0.052,79.95,50.05,4.17
2987-BJXIK,0.049,84.7,50.09,4.17
2541-YGPKE,0.065,63.7,49.95,4.16
9522-ZSINC,0.208,19.95,49.78,4.15
3823-KYNQY,0.166,24.95,49.74,4.15
5129-HHMZC,0.048,86.45,49.74,4.14
0946-FKYTX,0.138,30.1,49.71,4.14
4891-NLUBA,0.067,61.45,49.65,4.14
4063-EIKNQ,0.198,20.95,49.71,4.14
4770-QAZXN,0.212,19.45,49.52,4.13
9720-JJJOR,0.068,60.3,49.46,4.12
1492-KGETH,0.052,78.35,49.34,4.11
1430-SFQSA,0.115,35.6,49.22,4.1
4801-KFYKL,0.211,19.45,49.16,4.1
2717-HVIZY,0.204,20.05,49.04,4.09
6036-TTFYU,0.209,19.6,49.1,4.09
1897-OKVMW,0.045,90.6,49.13,4.09
8246-SHFGA,0.194,21.1,49.11,4.09
4079-ULGFR,0.205,20.0,49.08,4.09
7110-BDTWG,0.087,47.05,49.05,4.09
7435-ZNUYY,0.198,20.6,49.03,4.09
2239-CGBUZ,0.068,60.5,49.09,4.09
4694-PHWFW,0.205,19.95,48.96,4.08
6476-EPYZR,0.199,20.5,48.89,4.07
9705-ZJBCG,0.075,54.15,48.83,4.07
8100-PNJMH,0.046,88.85,48.79,4.07
0016-QLJIS,0.045,90.45,48.7,4.06
7338-ERIVA,0.09,45.05,48.58,4.05
0347-UBKUZ,0.203,19.9,48.54,4.05
4488-PSYCG,0.2,20.25,48.63,4.05
0674-GCDXG,0.056,71.9,48.66,4.05
8461-EFQYM,0.166,24.25,48.33,4.03
5317-FLPJF,0.066,61.35,48.33,4.03
8573-CGOCC,0.204,19.75,48.4,4.03
4751-ERMAN,0.053,75.4,48.34,4.03
9479-HYNYL,0.05,80.7,48.35,4.03
9995-HOTOH,0.068,59.0,48.23,4.02
3249-VHRIP,0.092,43.6,48.19,4.02
6040-CGACY,0.204,19.6,48.09,4.01
1271-UODNO,0.074,53.85,48.07,4.01
2027-DNKIV,0.068,58.75,48.08,4.01
9227-YBAXE,0.049,82.5,48.17,4.01
3166-PNEOF,0.046,86.45,48.05,4.0
0459-SPZHJ,0.048,83.5,48.05,4.0
3727-OWVYD,0.065,61.2,47.92,3.99
4827-DPADN,0.048,83.3,47.93,3.99
1930-QPBVZ,0.042,95.1,47.82,3.99
2188-SXWVT,0.072,55.0,47.72,3.98
3034-ZBEQN,0.114,34.7,47.59,3.97
0487-VVUVK,0.207,19.15,47.49,3.96
0323-XWWTN,0.15,26.4,47.57,3.96
5577-OTWWW,0.199,19.75,47.28,3.94
4712-UYOOI,0.197,20.0,47.31,3.94
3482-ABPKK,0.072,54.3,47.22,3.94
2862-JVEOY,0.206,19.15,47.32,3.94
7301-ABVAD,0.045,86.6,47.16,3.93
5245-VDBUR,0.111,35.45,47.11,3.93
7542-CYDDM,0.196,20.05,47.15,3.93
9127-QRZMH,0.066,59.85,47.08,3.92
6248-TKCQV,0.049,80.6,47.0,3.92
1568-LJSZU,0.042,92.2,46.89,3.91
4697-LUPSU,0.194,20.2,46.97,3.91
2282-YGNOR,0.067,58.0,46.83,3.9
2223-KAGMX,0.201,19.4,46.84,3.9
3489-VSFRD,0.065,60.25,46.66,3.89
2725-TTRIQ,0.046,84.2,46.74,3.89
0547-HURJB,0.185,21.05,46.73,3.89
5789-LDFXO,0.158,24.6,46.59,3.88
8745-PVESG,0.094,41.1,46.58,3.88
4464-JCOLN,0.195,19.85,46.52,3.88
2226-ICFDO,0.045,85.9,46.39,3.87
6094-ZIVKX,0.071,54.45,46.3,3.86
6549-BTYPG,0.063,60.8,46.25,3.85
6082-GLJIX,0.2,19.25,46.12,3.84
5442-BXVND,0.158,24.25,46.05,3.84
6369-MCAKO,0.043,89.05,46.13,3.84
6434-TTGJP,0.071,53.7,46.05,3.84
0993-OSGPT,0.063,60.65,45.96,3.83
0604-THJFP,0.05,75.95,45.98,3.83
4077-HWUYD,0.044,87.55,45.9,3.82
7605-BDWDC,0.077,49.85,45.78,3.81
2274-XUATA,0.06,63.1,45.77,3.81
6461-PPAXN,0.069,54.95,45.63,3.8
4367-NUYAO,0.147,25.75,45.56,3.8
0909-SELIE,0.047,80.8,45.63,3.8
3824-RHKVR,0.193,19.7,45.58,3.8
2256-YLYLP,0.052,72.95,45.62,3.8
3146-MSEGF,0.043,88.05,45.5,3.79
7579-KKLOE,0.042,91.25,45.46,3.79
9548-LIGTA,0.047,81.05,45.43,3.79
1122-YJBCS,0.071,53.65,45.53,3.79
6122-LJADA,0.042,90.15,45.35,3.78
8681-ICONS,0.183,20.65,45.39,3.78
5260-UMPWX,0.187,20.25,45.39,3.78
2192-CKRLV,0.077,49.2,45.26,3.77
1837-YQUCE,0.065,58.35,45.23,3.77
1218-VKFPE,0.199,19.0,45.26,3.77
8610-ZIKJJ,0.186,20.3,45.29,3.77
1830-GGFNM,0.04,94.55,45.19,3.77
5318-YKDPV,0.048,79.15,45.23,3.77
3213-VVOLG,0.148,25.35,45.16,3.76
5456-ITGIC,0.058,64.45,45.09,3.76
1057-FOGLZ,0.191,19.65,45.09,3.76
6861-OKBCE,0.187,20.1,45.12,3.76
6924-TDGMT,0.183,20.55,45.11,3.76
5232-NXPAY,0.051,74.45,45.17,3.76
2430-RRYUW,0.069,54.8,45.05,3.75
5394-MEITZ,0.047,80.6,44.99,3.75
7089-RKVSZ,0.154,24.4,45.06,3.75
8631-XVRZL,0.186,20.15,44.98,3.75
2123-VSCOT,0.052,72.1,44.87,3.74
6332-FBZRI,0.054,69.35,44.86,3.74
8404-VIOMB,0.06,62.5,44.78,3.73
6408-WHTEF,0.042,89.4,44.76,3.73
0208-BPQEJ,0.192,19.4,44.64,3.72
6319-QSUSR,0.189,19.7,44.67,3.72
4654-ULTTN,0.05,74.8,44.52,3.71
5248-RPYWW,0.041,90.15,44.54,3.71
2243-FNMMI,0.191,19.4,44.43,3.7
9150-HEPMB,0.07,52.7,44.25,3.69
0336-KXKFK,0.06,61.2,44.28,3.69
8869-TORSS,0.061,60.35,44.31,3.69
0795-LAFGP,0.041,90.4,44.16,3.68
4334-HOWRP,0.057,64.95,44.22,3.68
9967-ATRFS,0.185,19.9,44.12,3.68
3398-GCPMU,0.041,89.55,44.21,3.68
9415-ZNBSX,0.041,89.0,44.14,3.68
3926-YZVVX,0.074,50.05,44.16,3.68
4295-YURET,0.051,72.6,44.21,3.68
9675-ICXCT,0.045,80.8,44.01,3.67
1866-ZSLJM,0.179,20.5,43.92,3.66
2361-FJWNO,0.102,36.0,43.9,3.66
7047-YXDMZ,0.183,20.0,43.96,3.66
0263-FJTQO,0.052,70.5,43.81,3.65
6114-TCFID,0.092,39.5,43.84,3.65
6509-TSGWN,0.138,26.45,43.8,3.65
3638-VBZTA,0.042,86.5,43.79,3.65
8727-XDPUD,0.102,35.8,43.64,3.64
6419-ZTTLE,0.175,20.75,43.68,3.64
6584-VQMYT,0.065,56.2,43.67,3.64
5906-CVLHP,0.067,54.15,43.6,3.63
2073-QBVBI,0.102,35.45,43.6,3.63
1951-IEYXM,0.04,90.6,43.45,3.62
5537-UXXVS,0.188,19.25,43.45,3.62
2926-JEJJC,0.179,20.2,43.5,3.62
0739-UUAJR,0.067,53.8,43.49,3.62
2773-MADBQ,0.068,53.1,43.41,3.62
9498-FIMXL,0.189,19.2,43.43,3.62
5996-EBTKM,0.052,69.9,43.26,3.61
0707-HOVVN,0.048,75.5,43.29,3.61
7407-SUJIZ,0.175,20.6,43.19,3.6
6551-ZCOTS,0.144,24.9,43.03,3.59
1568-BEKZM,0.04,90.05,43.03,3.59
5727-MYATE,0.039,90.8,43.03,3.59
4718-WXBGI,0.039,91.95,43.1,3.59
4723-BEGSG,0.041,86.65,42.91,3.58
7975-JMZNT,0.039,91.7,42.92,3.58
1623-NLDOT,0.106,33.55,42.78,3.57
5857-XRECV,0.173,20.5,42.63,3.55
6685-GBWJZ,0.05,70.8,42.65,3.55
6203-HBZPA,0.056,63.9,42.59,3.55
9565-FLVCG,0.051,69.55,42.59,3.55
6867-ACCZI,0.067,52.5,42.42,3.54
5170-PTRKA,0.099,35.8,42.45,3.54
7103-ZGVNT,0.048,73.7,42.54,3.54
5248-KWLAR,0.039,90.35,42.4,3.53
0756-MPZRL,0.105,33.7,42.36,3.53
3938-YFPXD,0.042,84.3,42.2,3.52
8626-PTQGE,0.059,60.05,42.26,3.52
9313-QOLTZ,0.169,20.9,42.27,3.52
6506-EYCNH,0.18,19.55,42.27,3.52
0942-KOWSM,0.043,80.8,42.07,3.51
1265-ZFOSD,0.043,81.3,41.87,3.49
4318-RAJVY,0.176,19.8,41.89,3.49
3796-ENZGF,0.052,67.25,41.85,3.49
4565-EVZMJ,0.059,58.9,41.74,3.48
3508-VLHCZ,0.038,90.55,41.72,3.48
8332-OSJDW,0.131,26.4,41.55,3.46
9888-ZCUMM,0.058,60.05,41.54,3.46
6885-PKOAM,0.04,85.75,41.42,3.45
4254-QPEDE,0.052,66.25,41.25,3.44
4815-TUMEQ,0.178,19.3,41.32,3.44
9670-BPNXF,0.055,62.55,41.24,3.44
4568-KNYWR,0.054,63.25,41.03,3.42
5485-ITNPC,0.04,85.9,40.93,3.41
1431-AIDJQ,0.041,82.1,40.87,3.41
8208-EUMTE,0.062,54.85,40.86,3.41
9135-MGVPY,0.04,84.7,40.78,3.4
8752-IMQOS,0.169,20.1,40.78,3.4
6339-RZCBJ,0.043,78.9,40.82,3.4
2171-UDMFD,0.174,19.45,40.66,3.39
4079-WWQQQ,0.052,65.55,40.69,3.39
1534-OULXE,0.068,49.7,40.66,3.39
8184-WMOFI,0.047,71.4,40.66,3.39
7779-ORAEL,0.045,75.15,40.54,3.38
6741-QRLUP,0.042,80.3,40.52,3.38
2484-DGXPZ,0.173,19.55,40.52,3.38
6152-ONASV,0.058,58.25,40.57,3.38
9028-LIHRP,0.034,100.2,40.4,3.37
3387-PLKUI,0.179,18.8,40.41,3.37
2550-AEVRU,0.063,53.45,40.48,3.37
3190-FZATL,0.168,19.95,40.3,3.36
4967-WPNCF,0.053,63.7,40.26,3.36
0536-BGFMZ,0.164,20.5,40.3,3.36
8413-YNHNV,0.037,90.65,40.25,3.35
9968-FFVVH,0.049,68.8,40.14,3.35
4006-HKYHO,0.039,86.7,40.21,3.35
3551-GAEGL,0.11,30.4,40.24,3.35
9541-ZPSEA,0.042,80.35,40.02,3.34
1177-XZBJL,0.052,64.15,40.07,3.34
8414-OOEEL,0.042,79.5,40.01,3.33
8169-SAEJD,0.059,56.55,40.0,3.33
6023-GSSXW,0.054,61.45,39.82,3.32
1904-WAJAA,0.052,64.35,39.88,3.32
6064-PUPMC,0.058,57.2,39.86,3.32
8197-BFWVU,0.036,93.25,39.87,3.32
0378-XSZPU,0.055,60.3,39.67,3.31
6371-NZYEG,0.052,64.25,39.71,3.31
2225-ZRGSG,0.035,93.9,39.7,3.31
6461-SZMCV,0.038,87.95,39.75,3.31
8387-UGUSU,0.165,20.05,39.67,3.31
9467-ROOLM,0.174,19.05,39.73,3.31
9803-FTJCG,0.05,66.85,39.76,3.31
3219-JQRSL,0.037,89.1,39.64,3.3
7398-HPYZQ,0.036,90.55,39.56,3.3
3230-IUALN,0.041,81.0,39.59,3.3
2580-ASVVY,0.073,45.4,39.53,3.29
8908-NMQTX,0.05,65.6,39.49,3.29
5384-ZTTWP,0.166,19.8,39.4,3.28
2194-IIQOF,0.037,89.3,39.22,3.27
5879-HMFFH,0.037,88.05,39.26,3.27
4957-TIALW,0.05,65.6,39.08,3.26
2137-DQMEV,0.073,44.8,39.18,3.26
8050-DVOJX,0.04,81.35,39.09,3.26
9229-RQABD,0.137,23.75,39.17,3.26
2211-RMNHO,0.038,85.3,39.03,3.25
9140-CZQZZ,0.041,79.6,39.04,3.25
0895-LNKRC,0.167,19.45,38.96,3.25
7401-JIXNM,0.035,91.3,38.83,3.24
3967-KXAPS,0.035,92.3,38.93,3.24
7649-SIJJF,0.04,80.1,38.71,3.23
0744-BIKKF,0.037,86.65,38.71,3.23
1498-DQNRX,0.163,19.85,38.78,3.23
9110-HSGTV,0.039,82.45,38.71,3.23
1088-AUUZZ,0.042,75.85,38.55,3.21
5961-VUSRV,0.166,19.35,38.53,3.21
5676-CFLYY,0.044,73.35,38.46,3.2
7873-CVMAW,0.036,88.55,38.29,3.19
2176-LVPNX,0.035,89.85,38.25,3.19
5777-ZPQNC,0.159,20.15,38.33,3.19
5680-LQOGP,0.039,82.45,38.22,3.19
6916-HIJSE,0.038,84.85,38.34,3.19
9477-LGWQI,0.04,80.15,38.27,3.19
2703-AMTUL,0.06,53.65,38.32,3.19
1038-RQOST,0.154,20.6,38.16,3.18
8999-YPYBV,0.038,84.35,38.22,3.18
8510-TMWYB,0.053,59.8,38.17,3.18
2096-XOTMO,0.164,19.35,37.99,3.17
5546-BYZSM,0.155,20.45,37.99,3.17
5498-IBWPI,0.064,49.4,37.74,3.15
0214-JHPFW,0.055,57.8,37.84,3.15
0979-MOZQI,0.081,39.0,37.84,3.15
7054-DMVAS,0.048,65.3,37.75,3.15
4701-LKOZD,0.035,89.75,37.8,3.15
3740-RLMVT,0.052,60.95,37.73,3.14
2234-EOFPT,0.04,79.35,37.64,3.14
8374-UULRV,0.037,86.05,37.71,3.14
7762-ONLJY,0.159,19.7,37.58,3.13
2516-XSJKX,0.04,78.45,37.58,3.13
3174-AKMAS,0.049,64.2,37.41,3.12
1929-ZCBHE,0.077,40.3,37.29,3.11
7010-ZMVBF,0.152,20.45,37.27,3.11
8328-SKJNO,0.077,40.65,37.32,3.11
7164-BPTUT,0.035,89.55,37.29,3.11
9435-JMLSX,0.036,86.1,37.21,3.1
5930-GBIWP,0.038,81.5,37.22,3.1
1577-HKTFG,0.158,19.65,37.16,3.1
5546-QUERU,0.156,19.95,37.24,3.1
8595-SIZNC,0.121,25.6,37.19,3.1
4849-PYRLQ,0.042,73.25,37.03,3.09
5816-JMLGY,0.038,80.4,37.09,3.09
0114-IGABW,0.053,58.25,37.0,3.08
2845-KDHVX,0.045,68.3,36.92,3.08
4973-MGTON,0.036,84.4,36.92,3.08
7153-CHRBV,0.052,59.3,36.85,3.07
4291-TPNFG,0.037,82.3,36.83,3.07
2351-BKRZW,0.041,75.2,36.78,3.07
4782-OSFXZ,0.037,82.7,36.71,3.06
0123-CRBRT,0.035,88.1,36.69,3.06
7492-TAFJD,0.079,38.55,36.77,3.06
0661-KQHNK,0.16,19.0,36.59,3.05
1821-BUCWY,0.055,55.65,36.64,3.05
3779-OSWCF,0.033,93.2,36.56,3.05
9142-XMYJH,0.156,19.35,36.31,3.03
6131-IUNXN,0.149,20.2,36.21,3.02
0458-HEUZG,0.085,35.4,36.25,3.02
2990-IAJSV,0.033,92.0,36.28,3.02
4671-VJLCL,0.038,79.85,36.22,3.02
3638-WEABW,0.05,59.9,36.16,3.01
5468-BPMMO,0.154,19.6,36.12,3.01
4032-RMHCI,0.085,35.4,35.98,3.0
1172-VIYBP,0.043,69.7,36.04,3.0
3084-DOWLE,0.032,92.0,35.85,2.99
9068-VPWQQ,0.04,75.35,35.88,2.99
2667-WYLWJ,0.151,19.75,35.8,2.98
8672-OAUPW,0.062,47.85,35.61,2.97
6765-MBQNU,0.114,26.0,35.63,2.97
4549-ZDQYY,0.051,57.95,35.62,2.97
0519-DRGTI,0.146,20.35,35.61,2.97
3372-CDXFJ,0.121,24.5,35.47,2.96
6147-CBCRA,0.148,20.05,35.51,2.96
5458-CQJTA,0.04,74.8,35.49,2.96
4342-HFXWS,0.042,69.7,35.38,2.95
8232-CTLKO,0.049,59.75,35.37,2.95
2164-SOQXL,0.147,20.05,35.25,2.94
0203-HHYIJ,0.116,25.3,35.29,2.94
8295-KMENE,0.038,76.45,35.14,2.93
0023-UYUPN,0.116,25.2,35.17,2.93
9348-ROUAI,0.032,90.3,35.21,2.93
6681-ZSEXG,0.049,59.5,35.11,2.93
3745-HRPHI,0.053,54.65,34.99,2.92
6878-GGDWG,0.151,19.4,35.04,2.92
6693-DJWTY,0.052,55.6,34.75,2.9
8292-FRFZQ,0.07,41.15,34.79,2.9
2885-HIJDH,0.033,86.9,34.81,2.9
3057-VJJQE,0.052,55.25,34.57,2.88
7795-CFOCW,0.068,42.3,34.56,2.88
1414-YADCW,0.034,84.6,34.42,2.87
2996-XAUVF,0.071,40.05,34.15,2.85
4378-BZYFP,0.139,20.5,34.25,2.85
3374-PZLXD,0.144,19.7,34.13,2.84
2192-OZITF,0.039,73.55,34.05,2.84
1972-XMUWV,0.047,59.8,34.03,2.84
1226-JZNKR,0.144,19.8,34.14,2.84
8075-GXIUB,0.143,19.85,34.0,2.83
6827-IEAUQ,0.043,66.15,33.84,2.82
9313-CDOGY,0.144,19.6,33.82,2.82
2824-DXNKN,0.039,71.45,33.86,2.82
9758-MFWGD,0.094,29.9,33.8,2.82
8316-BBQAY,0.047,59.95,33.69,2.81
0956-SYCWG,0.143,19.65,33.73,2.81
1222-KJNZD,0.138,20.4,33.71,2.81
3043-SUDUA,0.141,19.9,33.64,2.8
6510-UPNKS,0.113,24.8,33.56,2.8
8204-YJCLA,0.043,64.8,33.59,2.8
0277-ORXQS,0.055,50.55,33.63,2.8
9102-OXKFY,0.052,54.15,33.64,2.8
9891-NQDBD,0.109,25.55,33.56,2.8
2387-KDZQY,0.14,20.1,33.65,2.8
2581-VKIRT,0.043,65.5,33.45,2.79
9046-DQMTP,0.134,20.75,33.47,2.79
1022-RKXDR,0.112,24.85,33.31,2.78
3530-VWVGU,0.139,19.9,33.31,2.78
5313-FPXWG,0.113,24.6,33.4,2.78
5372-FBKBN,0.134,20.75,33.36,2.78
5199-FPUSP,0.082,34.05,33.4,2.78
0967-BMLBD,0.138,20.0,33.24,2.77
0221-NAUXK,0.139,19.95,33.27,2.77
9860-LISIZ,0.136,20.35,33.19,2.77
1760-CAZHT,0.133,20.8,33.27,2.77
2550-QHZGP,0.141,19.5,33.07,2.76
8039-EQPIM,0.046,60.25,33.11,2.76
9489-DEDVP,0.04,69.2,33.15,2.76
4018-KJYUY,0.137,20.15,33.02,2.75
5917-HBSDW,0.142,19.35,33.0,2.75
9055-MOJJJ,0.042,65.8,32.98,2.75
8573-JGCZW,0.139,19.65,32.86,2.74
9885-MFVSU,0.059,46.35,32.92,2.74
2085-JVGAD,0.135,20.35,32.92,2.74
8345-MVDYC,0.033,81.65,32.81,2.73
6418-PIQSP,0.034,81.0,32.72,2.73
9242-TKFSV,0.042,65.1,32.59,2.72
6953-PBDIN,0.037,72.95,32.64,2.72
5275-PMFUT,0.042,64.8,32.62,2.72
7353-YOWFP,0.133,20.25,32.28,2.69
1431-CYWMH,0.141,19.05,32.15,2.68
1131-ALZWV,0.109,24.6,32.17,2.68
2673-ZALNP,0.135,19.9,32.18,2.68
1839-UMACK,0.107,25.05,32.12,2.68
4707-YNOQA,0.104,25.6,32.02,2.67
6516-NKQBO,0.033,81.0,32.04,2.67
5397-NSKQG,0.052,50.9,32.06,2.67
3161-ONRWK,0.04,65.85,31.87,2.66
8690-ZVLCL,0.03,88.0,31.96,2.66
0617-AQNWT,0.056,47.85,31.91,2.66
6762-QVYJO,0.045,59.75,31.92,2.66
2649-HWLYB,0.035,76.15,31.81,2.65
0839-JTCUD,0.029,89.9,31.74,2.65
6746-WAUWT,0.134,19.7,31.65,2.64
3556-BVQGL,0.132,20.0,31.67,2.64
9073-ZZIAY,0.031,86.1,31.62,2.64
0420-TXVSG,0.04,66.1,31.68,2.64
5360-XGYAZ,0.04,65.65,31.54,2.63
5130-YPIRV,0.037,72.0,31.62,2.63
9443-JUBUO,0.04,65.25,31.44,2.62
2061-VVFST,0.134,19.5,31.39,2.62
0363-SVHYR,0.03,86.85,31.42,2.62
3146-JTQHR,0.133,19.6,31.36,2.61
0301-FIDRB,0.041,63.8,31.16,2.6
1964-SVLEA,0.132,19.7,31.25,2.6
3227-WLKLI,0.028,91.55,31.16,2.6
9066-QRSDU,0.099,26.3,31.22,2.6
7781-HVGMK,0.04,65.2,31.19,2.6
4615-PIVVU,0.039,66.5,31.17,2.6
6870-ZWMNX,0.034,76.1,31.11,2.59
1952-DVVSW,0.129,20.1,31.08,2.59
4500-HKANN,0.043,59.7,31.07,2.59
0357-NVCRI,0.129,20.05,31.14,2.59
3262-EIDHV,0.031,84.7,31.1,2.59
9581-GVBXT,0.074,34.8,30.95,2.58
7665-VIGUD,0.127,20.35,31.0,2.58
1930-BZLHI,0.126,20.35,30.87,2.57
3452-FLHYD,0.123,20.95,30.85,2.57
5186-PEIZU,0.133,19.25,30.7,2.56
9046-JBFWA,0.134,19.15,30.73,2.56
3557-HTYWR,0.035,74.05,30.7,2.56
2925-VDZHY,0.029,88.7,30.57,2.55
8076-FEZKJ,0.131,19.5,30.6,2.55
5494-WOZRZ,0.031,82.0,30.66,2.55
4674-HGNUA,0.028,89.9,30.51,2.54
2661-GKBTK,0.033,76.95,30.47,2.54
3487-EARAT,0.034,74.1,30.33,2.53
0513-RBGPE,0.04,62.8,30.35,2.53
8559-WNQZS,0.123,20.45,30.29,2.52
3283-WCWXT,0.099,25.4,30.18,2.52
4999-IEZLT,0.086,29.45,30.3,2.52
5329-KRDTM,0.033,77.35,30.29,2.52
4676-WLUHT,0.055,46.2,30.22,2.52
4163-NCJAK,0.103,24.45,30.12,2.51
1775-KWJKQ,0.028,89.85,30.05,2.5
1027-LKKQQ,0.031,80.45,29.93,2.49
7649-PHJVR,0.127,19.5,29.75,2.48
5788-YPOEG,0.029,84.75,29.73,2.48
7524-VRLPL,0.033,74.1,29.77,2.48
1680-VDCWW,0.125,19.8,29.81,2.48
2682-KEVRP,0.123,20.05,29.68,2.47
3547-LQRIK,0.092,26.9,29.65,2.47
0730-BGQGF,0.027,90.3,29.62,2.47
0230-UBYPQ,0.068,36.1,29.58,2.47
5792-JALQC,0.041,59.85,29.65,2.47
9796-MVYXX,0.062,39.7,29.69,2.47
7131-ZQZNK,0.041,59.85,29.59,2.47
4425-OWHWB,0.127,19.35,29.48,2.46
4835-YSJMR,0.049,49.8,29.52,2.46
8181-YHCMF,0.041,60.3,29.53,2.46
5583-EJXRD,0.045,54.05,29.5,2.46
0361-HJRDX,0.038,64.35,29.39,2.45
4203-QGNZA,0.121,20.25,29.38,2.45
0056-EPFBG,0.062,39.4,29.32,2.44
0238-WHBIQ,0.027,89.7,29.32,2.44
0254-WWRKD,0.048,50.55,29.18,2.43
9621-OUPYD,0.12,20.2,29.2,2.43
8205-VSLRB,0.031,77.3,29.15,2.43
1221-GHZEP,0.037,65.1,29.04,2.42
0412-UCCNP,0.041,59.2,29.08,2.42
5993-BQHEA,0.121,20.05,29.08,2.42
9534-NSXEM,0.117,20.65,29.09,2.42
3908-MKIMJ,0.057,41.95,28.75,2.4
8084-OIVBS,0.12,20.0,28.79,2.4
9489-JMTTN,0.027,89.75,28.86,2.4
5125-CNDSP,0.059,40.6,28.73,2.39
6810-VCAEX,0.06,39.65,28.66,2.39
2535-PBCGC,0.037,64.55,28.68,2.39
4381-MHQDC,0.037,65.0,28.73,2.39
1552-TKMXS,0.117,20.35,28.5,2.38
9442-JTWDL,0.119,20.05,28.58,2.38
4597-ELFTS,0.096,24.9,28.61,2.38
0428-AXXLJ,0.122,19.5,28.6,2.38
7408-OFWXJ,0.026,89.8,28.52,2.38
5995-WWKKG,0.12,19.8,28.53,2.38
3813-DHBBB,0.047,50.95,28.49,2.37
8958-JPTRR,0.097,24.3,28.4,2.37
8050-XGRVL,0.043,54.75,28.48,2.37
5696-JVVQY,0.034,70.1,28.41,2.37
2378-YIZKA,0.028,85.0,28.42,2.37
3569-JFODW,0.026,90.95,28.31,2.36
5117-ZSMHQ,0.026,89.9,28.35,2.36
4188-PCPIG,0.033,70.35,28.19,2.35
5840-NVDCG,0.034,68.25,28.14,2.35
5377-NDTOU,0.026,91.05,28.17,2.35
4451-RWASJ,0.12,19.5,28.17,2.35
8221-HVAYI,0.034,69.15,28.09,2.34
9617-UDPEU,0.122,19.25,28.11,2.34
5751-USDBL,0.029,81.0,28.05,2.34
0269-XFESX,0.096,24.35,28.02,2.33
4803-LBYPN,0.112,20.8,28.01,2.33
6115-ZTBFQ,0.036,65.5,28.0,2.33
3566-CAAYU,0.047,49.85,28.01,2.33
3506-OVLKD,0.089,26.2,27.91,2.33
1429-UYJSV,0.118,19.7,27.95,2.33
4312-GVYNH,0.047,49.85,27.82,2.32
3423-HHXAO,0.119,19.5,27.86,2.32
4825-XJGDM,0.053,43.7,27.8,2.32
8580-QVLOC,0.025,92.45,27.78,2.32
1897-RCFUM,0.096,24.2,27.84,2.32
2999-AANRQ,0.033,71.05,27.76,2.31
0042-JVWOJ,0.118,19.6,27.77,2.31
5602-BVFMK,0.119,19.3,27.61,2.3
5126-RCXYW,0.05,46.0,27.61,2.3
3178-CIFOT,0.117,19.65,27.5,2.29
5148-ORICT,0.031,74.35,27.53,2.29
3750-YHRYO,0.111,20.65,27.39,2.28
4994-OBRSZ,0.03,76.1,27.35,2.28
3082-WQRVY,0.116,19.65,27.3,2.27
7101-HRBLJ,0.027,83.7,27.22,2.27
0244-LGNFY,0.024,92.65,27.19,2.27
0567-XRHCU,0.051,43.95,27.15,2.26
3500-NSDOA,0.032,70.8,27.09,2.26
8146-QQKZH,0.028,81.85,27.01,2.25
7639-OPLNG,0.028,79.25,27.06,2.25
6016-LVTJQ,0.109,20.65,27.01,2.25
2606-PKWJB,0.056,40.25,27.0,2.25
6546-OPBBH,0.094,23.95,27.04,2.25
0230-WEQUW,0.04,56.6,26.84,2.24
2725-IWWBA,0.039,56.9,26.84,2.24
1084-MNSMJ,0.026,85.5,26.88,2.24
7197-VOJMM,0.032,69.2,26.72,2.23
9488-FVZCC,0.028,79.5,26.71,2.23
0784-GTUUK,0.094,23.75,26.66,2.22
2829-HYVZP,0.112,19.8,26.6,2.22
0379-DJQHR,0.027,81.35,26.67,2.22
7560-QJAVJ,0.028,79.6,26.48,2.21
9867-XOBQA,0.042,53.15,26.53,2.21
6169-PGNCD,0.03,74.3,26.5,2.21
7633-MVPUY,0.037,59.75,26.46,2.21
8722-PRFDV,0.028,77.55,26.35,2.2
3704-IEAXF,0.041,53.65,26.24,2.19
4915-BFSXL,0.032,68.95,26.2,2.18
